Timestamp,CPU(%),Raw_RAM(MB),Net_RAM(MB),Battery(%),FPS,Thermal_State
14:05:04,1.30,18.60,2.30,80.0,59,Nominal
14:05:05,1.00,18.60,2.30,80.0,59,Nominal
14:05:06,2.00,18.60,2.30,80.0,59,Nominal
14:05:07,1.80,18.30,2.00,80.0,59,Nominal
14:05:08,2.10,18.20,1.90,80.0,60,Nominal
14:05:09,2.00,18.10,1.80,80.0,59,Nominal
14:05:10,2.20,18.10,1.80,80.0,60,Nominal
14:05:11,1.20,18.10,1.80,80.0,59,Nominal
14:05:12,1.10,18.10,1.80,80.0,60,Nominal
14:05:13,1.00,18.10,1.80,80.0,59,Nominal
14:05:14,1.10,18.10,1.80,80.0,59,Nominal
14:05:15,1.00,18.10,1.80,80.0,59,Nominal
14:05:16,1.00,18.10,1.80,80.0,59,Nominal
14:05:17,1.00,18.10,1.80,80.0,59,Nominal
14:05:18,1.00,18.10,1.80,80.0,59,Nominal
14:05:19,1.00,18.10,1.80,80.0,59,Nominal
14:05:20,1.00,18.10,1.80,80.0,59,Nominal
14:05:21,1.00,18.10,1.80,80.0,59,Nominal
14:05:22,1.00,18.10,1.80,80.0,59,Nominal
14:05:23,1.00,18.10,1.80,80.0,59,Nominal
14:05:24,1.00,18.00,1.70,80.0,60,Nominal
14:05:25,1.00,18.00,1.70,80.0,60,Nominal
14:05:26,1.00,18.00,1.70,80.0,60,Nominal
14:05:27,1.50,18.00,1.70,80.0,60,Nominal
14:05:28,1.20,18.00,1.70,80.0,60,Nominal
14:05:29,1.40,18.00,1.70,80.0,60,Nominal
14:05:30,1.40,18.00,1.70,80.0,59,Nominal
14:05:31,1.10,18.00,1.70,80.0,59,Nominal
14:05:32,1.00,18.00,1.70,80.0,59,Nominal
14:05:33,1.00,18.00,1.70,80.0,59,Nominal
14:05:34,1.20,18.00,1.70,80.0,59,Nominal
14:05:35,1.40,18.00,1.70,80.0,59,Nominal
14:05:36,1.40,18.00,1.70,80.0,59,Nominal
14:05:37,1.50,18.00,1.70,80.0,59,Nominal
14:05:38,1.40,18.00,1.70,80.0,59,Nominal
14:05:39,1.40,18.00,1.70,80.0,59,Nominal
14:05:40,1.10,18.00,1.70,80.0,59,Nominal
14:05:41,1.20,18.00,1.70,80.0,59,Nominal
14:05:42,1.10,18.00,1.70,80.0,59,Nominal
14:05:43,1.40,18.00,1.70,80.0,59,Nominal
14:05:44,1.40,18.00,1.70,80.0,59,Nominal
14:05:45,1.10,18.00,1.70,80.0,59,Nominal
14:05:46,0.90,18.00,1.70,80.0,59,Nominal
14:05:47,0.90,18.00,1.70,80.0,59,Nominal
14:05:48,0.90,18.00,1.70,80.0,59,Nominal
14:05:49,1.50,18.00,1.70,80.0,59,Nominal
14:05:50,1.40,18.00,1.70,80.0,59,Nominal
14:05:51,1.40,18.00,1.70,80.0,59,Nominal
14:05:52,1.40,18.00,1.70,80.0,59,Nominal
14:05:53,1.20,18.00,1.70,80.0,59,Nominal
14:05:54,1.10,18.00,1.70,80.0,59,Nominal
14:05:55,1.40,18.00,1.70,80.0,59,Nominal
14:05:56,1.40,18.00,1.70,80.0,59,Nominal
14:05:57,1.40,18.00,1.70,80.0,59,Nominal
14:05:58,1.10,18.00,1.70,80.0,59,Nominal
14:05:59,1.40,18.00,1.70,80.0,59,Nominal
14:06:00,1.00,18.00,1.70,80.0,59,Nominal
14:06:01,1.40,18.00,1.70,80.0,59,Nominal
14:06:02,1.40,18.00,1.70,80.0,59,Nominal
14:06:03,1.40,18.00,1.70,80.0,59,Nominal
14:06:04,1.20,18.00,1.70,80.0,60,Nominal
14:06:05,1.40,18.00,1.70,80.0,59,Nominal
14:06:06,1.40,18.00,1.70,80.0,60,Nominal
14:06:07,1.50,18.00,1.70,80.0,60,Nominal
14:06:08,1.40,18.00,1.70,80.0,60,Nominal
14:06:09,1.40,18.00,1.70,80.0,60,Nominal
14:06:10,1.50,18.00,1.70,80.0,60,Nominal
14:06:11,1.50,18.00,1.70,80.0,59,Nominal
14:06:12,1.60,18.00,1.70,80.0,59,Nominal
14:06:13,1.40,18.00,1.70,80.0,59,Nominal
14:06:14,1.40,18.00,1.70,80.0,59,Nominal
14:06:15,1.40,18.00,1.70,80.0,60,Nominal
14:06:16,1.30,18.00,1.70,80.0,59,Nominal
14:06:17,1.10,18.00,1.70,80.0,60,Nominal
14:06:18,1.20,18.00,1.70,80.0,59,Nominal
14:06:19,1.30,18.00,1.70,80.0,59,Nominal
14:06:20,1.20,18.00,1.70,80.0,59,Nominal
14:06:21,1.20,18.00,1.70,80.0,59,Nominal
14:06:22,1.30,18.00,1.70,80.0,59,Nominal
14:06:23,1.00,18.00,1.70,80.0,59,Nominal
14:06:24,1.00,18.00,1.70,80.0,59,Nominal
14:06:25,1.30,18.00,1.70,80.0,59,Nominal
14:06:26,1.00,18.00,1.70,80.0,59,Nominal
14:06:27,1.10,18.00,1.70,80.0,60,Nominal
14:06:28,1.30,18.00,1.70,80.0,60,Nominal
14:06:29,1.00,18.00,1.70,80.0,60,Nominal
14:06:30,1.00,18.00,1.70,80.0,60,Nominal
14:06:31,1.00,18.00,1.70,80.0,59,Nominal
14:06:32,1.10,18.00,1.70,80.0,59,Nominal
14:06:33,1.20,18.00,1.70,80.0,59,Nominal
14:06:34,1.20,18.00,1.70,80.0,59,Nominal
14:06:35,1.50,18.00,1.70,80.0,59,Nominal
14:06:36,1.50,18.00,1.70,80.0,59,Nominal
14:06:37,1.50,18.00,1.70,80.0,59,Nominal
14:06:38,1.30,18.00,1.70,80.0,59,Nominal
14:06:39,1.00,18.00,1.70,80.0,60,Nominal
14:06:40,1.20,18.00,1.70,80.0,60,Nominal
14:06:41,1.00,18.00,1.70,80.0,60,Nominal
14:06:43,1.00,18.00,1.70,80.0,60,Nominal
14:06:44,1.10,18.00,1.70,80.0,60,Nominal
14:06:45,1.00,18.00,1.70,80.0,60,Nominal
14:06:46,1.00,18.00,1.70,80.0,60,Nominal
14:06:47,1.00,18.00,1.70,80.0,60,Nominal
14:06:48,1.20,18.00,1.70,80.0,59,Nominal
14:06:49,1.20,18.00,1.70,80.0,59,Nominal
14:06:50,1.10,18.00,1.70,80.0,59,Nominal
14:06:51,1.00,18.00,1.70,80.0,59,Nominal
14:06:52,1.10,18.00,1.70,80.0,59,Nominal
14:06:53,1.00,18.00,1.70,80.0,60,Nominal
14:06:54,1.10,18.00,1.70,80.0,60,Nominal
14:06:55,1.00,18.00,1.70,80.0,60,Nominal
14:06:56,1.00,18.00,1.70,80.0,60,Nominal
14:06:57,0.90,18.00,1.70,80.0,60,Nominal
14:06:58,1.00,18.00,1.70,80.0,60,Nominal
14:06:59,1.00,18.00,1.70,80.0,60,Nominal
14:07:00,1.00,18.00,1.70,80.0,60,Nominal
14:07:01,1.00,18.00,1.70,80.0,60,Nominal
14:07:02,1.00,18.00,1.70,80.0,60,Nominal
14:07:03,1.00,18.00,1.70,80.0,59,Nominal
14:07:04,0.90,18.00,1.70,80.0,59,Nominal
14:07:05,1.00,18.00,1.70,80.0,59,Nominal
14:07:06,1.00,18.00,1.70,80.0,59,Nominal
14:07:07,1.00,18.00,1.70,80.0,59,Nominal
14:07:08,1.00,18.00,1.70,80.0,59,Nominal
14:07:09,1.00,18.00,1.70,80.0,59,Nominal
14:07:10,1.00,18.00,1.70,80.0,60,Nominal
14:07:11,1.00,18.00,1.70,80.0,59,Nominal
14:07:12,1.00,18.00,1.70,80.0,59,Nominal
14:07:13,0.90,18.00,1.70,80.0,59,Nominal
14:07:14,1.00,18.00,1.70,80.0,59,Nominal
14:07:15,1.00,18.00,1.70,80.0,59,Nominal
14:07:16,1.00,18.00,1.70,80.0,59,Nominal
14:07:17,0.90,18.00,1.70,80.0,59,Nominal
14:07:18,1.00,18.00,1.70,80.0,60,Nominal
14:07:19,1.00,18.00,1.70,80.0,59,Nominal
14:07:20,1.00,18.00,1.70,80.0,60,Nominal
14:07:21,1.00,18.00,1.70,80.0,60,Nominal
14:07:22,1.00,18.00,1.70,80.0,60,Nominal
14:07:23,1.00,18.00,1.70,80.0,60,Nominal
14:07:24,1.00,18.00,1.70,80.0,60,Nominal
14:07:25,1.00,18.00,1.70,80.0,60,Nominal
14:07:26,1.00,18.00,1.70,80.0,60,Nominal
14:07:27,1.00,18.00,1.70,80.0,60,Nominal
14:07:28,1.00,18.00,1.70,80.0,60,Nominal
14:07:29,1.00,18.00,1.70,80.0,60,Nominal
14:07:30,1.00,18.00,1.70,80.0,59,Nominal
14:07:31,1.20,18.00,1.70,80.0,60,Nominal
14:07:32,1.10,18.00,1.70,80.0,60,Nominal
14:07:33,0.90,18.00,1.70,80.0,60,Nominal
14:07:34,1.00,18.00,1.70,80.0,60,Nominal
14:07:35,1.00,18.00,1.70,80.0,59,Nominal
14:07:36,1.20,18.00,1.70,80.0,59,Nominal
14:07:37,0.90,18.00,1.70,80.0,60,Nominal
14:07:38,1.00,18.00,1.70,80.0,59,Nominal
14:07:39,1.10,18.00,1.70,80.0,59,Nominal
14:07:40,1.00,18.00,1.70,80.0,59,Nominal
14:07:41,0.90,18.00,1.70,80.0,59,Nominal
14:07:42,1.00,18.00,1.70,80.0,59,Nominal
14:07:43,0.90,18.00,1.70,80.0,59,Nominal
14:07:44,0.90,18.00,1.70,80.0,59,Nominal
14:07:45,0.90,18.00,1.70,80.0,60,Nominal
14:07:46,1.00,18.00,1.70,80.0,60,Nominal
14:07:47,1.00,18.00,1.70,80.0,59,Nominal
14:07:48,1.00,18.00,1.70,80.0,59,Nominal
14:07:49,1.00,18.00,1.70,80.0,59,Nominal
14:07:50,1.00,18.00,1.70,80.0,60,Nominal
14:07:51,1.00,18.00,1.70,80.0,59,Nominal
14:07:52,1.00,18.00,1.70,80.0,59,Nominal
14:07:53,1.00,18.00,1.70,80.0,59,Nominal
14:07:54,0.90,18.00,1.70,80.0,60,Nominal
14:07:55,1.00,18.00,1.70,80.0,60,Nominal
14:07:56,0.90,18.00,1.70,80.0,59,Nominal
14:07:57,1.00,18.00,1.70,80.0,59,Nominal
14:07:58,0.90,18.00,1.70,80.0,60,Nominal
14:07:59,1.00,18.00,1.70,80.0,60,Nominal
14:08:00,1.00,18.00,1.70,80.0,60,Nominal
14:08:01,0.90,18.00,1.70,80.0,60,Nominal
14:08:02,1.00,18.00,1.70,80.0,60,Nominal
14:08:03,1.10,18.00,1.70,80.0,60,Nominal
14:08:04,1.50,18.00,1.70,80.0,59,Nominal
14:08:05,1.40,18.00,1.70,80.0,60,Nominal
14:08:06,1.50,18.00,1.70,80.0,60,Nominal
14:08:07,1.40,18.00,1.70,80.0,60,Nominal
14:08:08,1.40,18.00,1.70,80.0,59,Nominal
14:08:09,1.20,18.00,1.70,80.0,59,Nominal
14:08:10,1.10,18.00,1.70,80.0,59,Nominal
14:08:11,1.40,18.00,1.70,80.0,59,Nominal
14:08:12,1.10,18.00,1.70,80.0,59,Nominal
14:08:13,1.10,18.00,1.70,80.0,60,Nominal
14:08:14,1.20,18.00,1.70,80.0,60,Nominal
14:08:15,1.40,18.00,1.70,80.0,60,Nominal
14:08:16,1.60,18.00,1.70,80.0,60,Nominal
14:08:17,1.00,18.00,1.70,80.0,60,Nominal
14:08:18,1.30,18.00,1.70,80.0,60,Nominal
14:08:19,1.10,18.00,1.70,80.0,60,Nominal
14:08:20,1.30,18.00,1.70,80.0,60,Nominal
14:08:21,1.30,18.00,1.70,80.0,60,Nominal
14:08:22,1.00,18.00,1.70,80.0,60,Nominal
14:08:23,1.30,18.00,1.70,80.0,60,Nominal
14:08:24,0.90,18.00,1.70,80.0,60,Nominal
14:08:25,1.00,18.00,1.70,80.0,60,Nominal
14:08:26,1.00,18.00,1.70,80.0,60,Nominal
14:08:28,1.00,18.00,1.70,80.0,60,Nominal
14:08:29,0.90,18.00,1.70,80.0,60,Nominal
14:08:30,1.10,18.00,1.70,80.0,60,Nominal
14:08:31,1.00,18.00,1.70,80.0,60,Nominal
14:08:32,0.90,18.00,1.70,80.0,60,Nominal
14:08:33,1.00,18.00,1.70,80.0,60,Nominal
14:08:34,0.90,18.00,1.70,80.0,60,Nominal
14:08:35,1.00,18.00,1.70,80.0,60,Nominal
14:08:36,1.00,18.00,1.70,80.0,60,Nominal
14:08:37,0.90,18.00,1.70,80.0,60,Nominal
14:08:38,0.90,18.00,1.70,80.0,60,Nominal
14:08:39,1.00,18.00,1.70,80.0,60,Nominal
14:08:40,1.00,18.00,1.70,80.0,60,Nominal
14:08:41,0.90,18.00,1.70,80.0,60,Nominal
14:08:42,0.90,18.00,1.70,80.0,60,Nominal
14:08:43,0.90,18.00,1.70,80.0,60,Nominal
14:08:44,0.90,18.00,1.70,80.0,60,Nominal
14:08:45,0.90,18.00,1.70,80.0,59,Nominal
14:08:46,1.00,18.00,1.70,80.0,59,Nominal
14:08:47,0.90,18.00,1.70,80.0,60,Nominal
14:08:48,1.00,18.00,1.70,80.0,60,Nominal
14:08:49,1.00,18.00,1.70,80.0,60,Nominal
14:08:50,1.00,18.00,1.70,80.0,60,Nominal
14:08:51,0.90,18.00,1.70,80.0,59,Nominal
14:08:52,1.00,18.00,1.70,80.0,59,Nominal
14:08:53,1.00,18.00,1.70,80.0,59,Nominal
14:08:54,1.00,18.00,1.70,80.0,60,Nominal
14:08:55,1.20,18.00,1.70,80.0,59,Nominal
14:08:56,1.00,18.00,1.70,80.0,60,Nominal
14:08:57,1.00,18.00,1.70,80.0,60,Nominal
14:08:58,1.00,18.00,1.70,80.0,59,Nominal
14:08:59,1.00,18.00,1.70,80.0,59,Nominal
